timestamp,open,high,low,close,volume,close_time,quote_av,trades,tb_base_av,tb_quote_av,ignore
2020-01-11 06:30:00,142.85000000,143.60000000,142.57000000,142.89000000,4966.70605000,1578725999999,710766.06713890,2557,2063.17726000,295360.15922670,0
2020-01-11 07:00:00,142.88000000,143.80000000,142.78000000,143.36000000,10216.48081000,1578727799999,1466275.32374700,3060,5071.23981000,727744.30978640,0
2020-01-11 07:30:00,143.36000000,143.37000000,142.76000000,142.93000000,4347.27833000,1578729599999,621870.95536300,2344,1528.81470000,218687.66742650,0
2020-01-11 08:00:00,142.93000000,143.39000000,142.53000000,143.21000000,5132.44200000,1578731399999,733620.48234190,2812,2934.71648000,419552.08225410,0
2020-01-11 08:30:00,143.20000000,143.34000000,142.69000000,142.75000000,4079.98025000,1578733199999,583729.22177140,2566,2689.52957000,384871.62736670,0
2020-01-11 09:00:00,142.75000000,144.00000000,142.69000000,143.84000000,5710.09337000,1578734999999,819300.87964760,2892,4175.85648000,599246.47051930,0
2020-01-11 09:30:00,143.85000000,144.00000000,143.33000000,143.79000000,7548.42198000,1578736799999,1084813.44693040,2983,5040.18616000,724358.53535920,0
2020-01-11 10:00:00,143.77000000,143.79000000,143.30000000,143.47000000,5291.25021000,1578738599999,759222.63604930,2554,3311.40660000,475157.70477220,0
2020-01-11 10:30:00,143.48000000,143.51000000,142.75000000,142.89000000,8414.86067000,1578740399999,1204688.86384930,3460,4236.79223000,606726.96164110,0
2020-01-11 11:00:00,142.90000000,143.05000000,142.36000000,143.01000000,7454.12443000,1578742199999,1063855.69959450,3131,3058.81510000,436607.66973770,0
2020-01-11 11:30:00,143.00000000,143.33000000,142.52000000,142.63000000,4294.63905000,1578743999999,613792.89029340,1962,1875.35354000,268133.29401350,0
2020-01-11 12:00:00,142.63000000,142.94000000,142.10000000,142.53000000,3525.49482000,1578745799999,502362.80802210,2223,1237.08496000,176307.53669700,0
2020-01-11 12:30:00,142.53000000,142.88000000,142.30000000,142.71000000,1655.18380000,1578747599999,236117.60837780,1462,1034.12177000,147533.70964690,0
2020-01-11 13:00:00,142.71000000,143.15000000,142.50000000,142.73000000,3092.93174000,1578749399999,441738.05066110,2144,1805.65034000,257894.07521790,0
2020-01-11 13:30:00,142.71000000,143.69000000,142.68000000,143.55000000,5499.43919000,1578751199999,788176.01497260,2843,3928.00350000,562953.69430000,0
2020-01-11 14:00:00,143.55000000,143.72000000,143.20000000,143.27000000,5883.24857000,1578752999999,843705.98154530,2729,4125.51393000,591626.47176420,0
2020-01-11 14:30:00,143.28000000,143.30000000,142.53000000,142.54000000,6035.67930000,1578754799999,862409.91712250,2513,2290.70519000,327617.10874310,0
2020-01-11 15:00:00,142.58000000,142.93000000,142.36000000,142.68000000,3208.17697000,1578756599999,457411.01827640,2246,1478.07455000,210763.81776580,0
2020-01-11 15:30:00,142.68000000,143.62000000,142.52000000,143.41000000,7099.19731000,1578758399999,1016590.86808940,2844,4050.52940000,580025.43237760,0
2020-01-11 16:00:00,143.41000000,144.34000000,142.60000000,144.13000000,15403.11293000,1578760199999,2213147.36419100,5339,9877.30156000,1419303.69996700,0
2020-01-11 16:30:00,144.15000000,146.80000000,144.00000000,146.34000000,27392.90143000,1578761999999,3985344.11774900,9357,15407.89909000,2241381.31667780,0
2020-01-11 17:00:00,146.40000000,148.05000000,145.78000000,147.30000000,23216.36731000,1578763799999,3412635.98525450,7775,11594.09000000,1704712.98025760,0
2020-01-11 17:30:00,147.26000000,147.69000000,146.40000000,146.53000000,9492.63665000,1578765599999,1394601.48008490,4741,4480.57601000,658467.43288060,0
2020-01-11 18:00:00,146.53000000,146.86000000,145.80000000,146.57000000,8771.07100000,1578767399999,1283914.13178310,3869,4449.52529000,651347.51464270,0
2020-01-11 18:30:00,146.57000000,147.11000000,146.29000000,146.64000000,4152.08530000,1578769199999,608839.74769140,2637,1942.23294000,284823.42729090,0
2020-01-11 19:00:00,146.66000000,147.11000000,146.62000000,146.78000000,4199.87841000,1578770999999,616697.25384950,2353,2053.61108000,301540.98502100,0
2020-01-11 19:30:00,146.81000000,146.83000000,145.84000000,146.29000000,4060.07799000,1578772799999,593967.47239730,2613,1951.90187000,285566.97996480,0
2020-01-11 20:00:00,146.27000000,147.09000000,146.15000000,146.21000000,5009.34291000,1578774599999,734732.74616420,2352,2130.44365000,312464.64356540,0
2020-01-11 20:30:00,146.20000000,146.45000000,145.19000000,145.89000000,6772.18352000,1578776399999,987136.51126420,3542,2977.86320000,434172.31539650,0
2020-01-11 21:00:00,145.87000000,146.59000000,145.84000000,146.17000000,5711.99976000,1578778199999,835418.89654770,2740,2487.96354000,363899.91313750,0
2020-01-11 21:30:00,146.13000000,147.65000000,143.00000000,143.86000000,25222.80019000,1578779999999,3666655.92131770,8340,11024.67888000,1607208.29717340,0
2020-01-11 22:00:00,143.79000000,144.19000000,142.23000000,143.60000000,14789.90105000,1578781799999,2116653.74260930,5468,6911.94915000,989095.06295990,0
2020-01-11 22:30:00,143.57000000,144.23000000,142.50000000,143.36000000,5249.19828000,1578783599999,752398.74464020,2828,2600.28744000,372937.17789820,0
2020-01-11 23:00:00,143.36000000,143.40000000,142.40000000,143.29000000,6441.03905000,1578785399999,920752.69177040,2680,3564.91635000,509589.91196930,0
2020-01-11 23:30:00,143.29000000,143.30000000,142.31000000,142.38000000,17555.55742000,1578787199999,2504104.04339690,3582,11164.64682000,1591908.73828420,0
2020-01-12 00:00:00,142.40000000,142.97000000,141.76000000,142.93000000,14128.50475000,1578788999999,2010481.61975110,4407,5229.44726000,744021.14416490,0
2020-01-12 00:30:00,142.93000000,143.65000000,142.71000000,143.23000000,4940.62445000,1578790799999,707482.94278240,2243,2568.11013000,367810.06209390,0
2020-01-12 01:00:00,143.22000000,143.95000000,143.04000000,143.62000000,5364.74690000,1578792599999,770217.76218390,1868,3863.10160000,554730.66133700,0
2020-01-12 01:30:00,143.63000000,143.92000000,142.88000000,143.28000000,8755.46654000,1578794399999,1255736.08847220,2752,5722.02175000,820973.81529700,0
2020-01-12 02:00:00,143.28000000,144.48000000,143.03000000,143.92000000,7694.25097000,1578796199999,1107303.74171520,2667,4064.73816000,584982.43439410,0
2020-01-12 02:30:00,143.92000000,144.50000000,143.73000000,144.10000000,3798.05858000,1578797999999,547178.71550640,2028,1777.25591000,256075.32155620,0
2020-01-12 03:00:00,144.10000000,144.46000000,143.51000000,143.94000000,3566.84591000,1578799799999,513521.85257420,2073,1548.07276000,222816.76535660,0
2020-01-12 03:30:00,143.95000000,144.20000000,143.64000000,143.93000000,2572.35309000,1578801599999,370161.19315520,1833,1031.44768000,148443.80667080,0
2020-01-12 04:00:00,143.97000000,144.21000000,143.66000000,143.98000000,2131.32168000,1578803399999,306806.22180500,1713,893.05380000,128566.90527400,0
2020-01-12 04:30:00,144.00000000,144.07000000,143.36000000,143.59000000,2477.05318000,1578805199999,356128.71217280,1580,1094.97911000,157492.76532040,0
2020-01-12 05:00:00,143.59000000,143.99000000,143.48000000,143.81000000,2420.41923000,1578806999999,348026.23522400,1435,933.33138000,134193.31434330,0
2020-01-12 05:30:00,143.81000000,144.15000000,143.76000000,144.10000000,3234.61624000,1578808799999,465592.85044810,1870,1746.29943000,251385.25234670,0
2020-01-12 06:00:00,144.10000000,145.88000000,144.10000000,145.25000000,12781.59329000,1578810599999,1854481.98993240,4558,5702.02793000,827294.07839240,0
2020-01-12 06:30:00,145.23000000,145.49000000,144.13000000,144.26000000,10976.19496000,1578812399999,1591237.77467790,2871,5966.09076000,864925.03401890,0
2020-01-12 07:00:00,144.25000000,144.76000000,144.24000000,144.46000000,5338.85193000,1578814199999,771498.11323160,1736,1820.25495000,263004.09724020,0
2020-01-12 07:30:00,144.46000000,144.92000000,144.42000000,144.54000000,2866.70065000,1578815999999,414809.61183760,1854,1299.28063000,188018.66362390,0
2020-01-12 08:00:00,144.55000000,145.40000000,144.50000000,144.99000000,5696.96069000,1578817799999,826077.61141640,3148,2758.71891000,400012.73943150,0
2020-01-12 08:30:00,144.99000000,145.09000000,144.64000000,144.83000000,3419.12397000,1578819599999,495246.09130160,1997,1706.50332000,247197.21531620,0
2020-01-12 09:00:00,144.86000000,145.07000000,144.30000000,144.99000000,3823.68331000,1578821399999,553048.38295180,2136,1823.53659000,263780.36997390,0
2020-01-12 09:30:00,145.00000000,145.03000000,144.12000000,144.41000000,2925.01263000,1578823199999,422772.90917100,2173,1402.71962000,202792.29317830,0
2020-01-12 10:00:00,144.39000000,144.43000000,143.20000000,143.52000000,7819.61985000,1578824999999,1122983.05923550,3552,3514.29224000,504666.45559980,0
2020-01-12 10:30:00,143.51000000,144.31000000,143.50000000,143.55000000,3807.69031000,1578826799999,547830.20176860,1993,1837.57695000,264325.78149850,0
2020-01-12 11:00:00,143.51000000,143.80000000,143.30000000,143.69000000,3623.24984000,1578828599999,520223.99014280,2332,2078.99687000,298507.19625090,0
2020-01-12 11:30:00,143.70000000,143.73000000,143.30000000,143.48000000,2455.19478000,1578830399999,352322.86223090,1683,1268.24677000,182008.84952570,0
2020-01-12 12:00:00,143.48000000,144.21000000,143.39000000,143.49000000,5148.66984000,1578832199999,740110.30080980,2665,2135.90539000,307115.57479370,0
2020-01-12 12:30:00,143.50000000,144.00000000,143.36000000,143.67000000,3802.19033000,1578833999999,546008.50827870,1939,1978.54642000,284168.75998090,0
2020-01-12 13:00:00,143.70000000,143.95000000,143.42000000,143.46000000,2946.43216000,1578835799999,423266.63035110,1912,1578.59947000,226766.44202730,0
2020-01-12 13:30:00,143.46000000,145.28000000,143.33000000,145.17000000,8232.68346000,1578837599999,1189142.16390680,3542,4267.92649000,616693.54764890,0
2020-01-12 14:00:00,145.13000000,145.40000000,144.28000000,144.46000000,7285.86438000,1578839399999,1055203.50312540,3315,3240.59546000,469359.37022800,0
2020-01-12 14:30:00,144.45000000,144.59000000,143.68000000,144.20000000,3879.49783000,1578841199999,559244.64931230,2496,1806.10920000,260370.62746690,0
2020-01-12 15:00:00,144.19000000,144.77000000,144.11000000,144.71000000,3451.31810000,1578842999999,498398.92007980,2203,1862.54056000,268971.89060130,0
2020-01-12 15:30:00,144.69000000,145.17000000,144.50000000,144.92000000,4729.15876000,1578844799999,685102.54249900,2448,2651.85139000,384208.49509090,0
2020-01-12 16:00:00,144.93000000,145.55000000,144.37000000,144.45000000,8813.95113000,1578846599999,1276870.21791620,3344,5055.92625000,732486.89773470,0
2020-01-12 16:30:00,144.45000000,144.61000000,143.80000000,143.95000000,6317.04294000,1578848399999,910350.62181480,3209,3180.37111000,458337.62254370,0
2020-01-12 17:00:00,143.95000000,145.61000000,143.57000000,144.29000000,10427.53051000,1578850199999,1507321.86086810,4641,4581.07078000,662677.21484360,0
2020-01-12 17:30:00,144.33000000,144.75000000,143.65000000,144.18000000,5284.28976000,1578851999999,762423.24011240,3066,2634.41885000,380095.34145520,0
2020-01-12 18:00:00,144.24000000,144.69000000,144.20000000,144.48000000,4660.36257000,1578853799999,673524.34301940,1858,1311.07318000,189475.21589190,0
2020-01-12 18:30:00,144.47000000,144.76000000,144.44000000,144.63000000,2511.61306000,1578855599999,363285.45113050,1522,707.13375000,102286.47423500,0
2020-01-12 19:00:00,144.64000000,145.00000000,144.29000000,144.40000000,3017.34520000,1578857399999,436607.81508000,1992,1297.75230000,187805.42019370,0
2020-01-12 19:30:00,144.38000000,144.76000000,144.28000000,144.46000000,1467.97411000,1578859199999,212167.81522550,1199,692.63558000,100105.10771770,0
2020-01-12 20:00:00,144.46000000,144.93000000,144.39000000,144.83000000,2454.61072000,1578860999999,355283.68566460,1417,1356.65373000,196378.34701130,0
2020-01-12 20:30:00,144.80000000,144.88000000,144.56000000,144.74000000,1713.38988000,1578862799999,247975.99811530,1318,704.87549000,102018.55014590,0
2020-01-12 21:00:00,144.74000000,144.84000000,144.72000000,144.78000000,886.39389000,1578864599999,128337.76947500,998,543.42342000,78683.42654420,0
2020-01-12 21:30:00,144.78000000,144.80000000,144.31000000,144.43000000,1148.41013000,1578866399999,166036.22312310,1110,576.72265000,83397.78091950,0
2020-01-12 22:00:00,144.40000000,144.88000000,144.37000000,144.80000000,1087.09436000,1578868199999,157230.77357090,1234,510.29327000,73826.41028500,0
2020-01-12 22:30:00,144.80000000,145.49000000,144.77000000,145.43000000,3302.55617000,1578869999999,479673.90108380,2048,1955.48088000,283957.73773310,0
2020-01-12 23:00:00,145.44000000,145.50000000,144.72000000,145.14000000,3296.05377000,1578871799999,478288.15634700,1678,1408.94831000,204429.16113130,0
2020-01-12 23:30:00,145.14000000,146.60000000,145.09000000,146.54000000,7059.29058000,1578873599999,1029825.19763650,3186,4680.51009000,682946.69074840,0
2020-01-13 00:00:00,146.56000000,147.00000000,144.91000000,145.15000000,11695.13995000,1578875399999,1710170.00118740,4420,5682.31204000,831507.22754830,0
2020-01-13 00:30:00,145.15000000,145.53000000,144.69000000,144.99000000,3932.27141000,1578877199999,570374.76858600,2189,1855.96382000,269250.63871560,0
2020-01-13 01:00:00,145.01000000,145.24000000,144.90000000,145.20000000,3587.47076000,1578878999999,520329.08228720,1888,1832.41051000,265784.36160500,0
2020-01-13 01:30:00,145.17000000,145.44000000,144.93000000,145.31000000,4055.84593000,1578880799999,589118.32614780,1343,2554.80546000,371138.47846780,0
2020-01-13 02:00:00,145.31000000,145.52000000,144.57000000,144.62000000,3507.33610000,1578882599999,508932.72589360,1839,1505.53175000,218536.22819760,0
2020-01-13 02:30:00,144.62000000,144.80000000,142.57000000,142.92000000,16798.10503000,1578884399999,2413653.84163520,5464,7932.26320000,1139338.16876320,0
2020-01-13 03:00:00,142.95000000,143.56000000,142.59000000,142.80000000,7477.01166000,1578886199999,1070350.88849550,3225,4381.47946000,627224.18301230,0
2020-01-13 03:30:00,142.82000000,143.88000000,142.69000000,143.38000000,4519.83402000,1578887999999,647971.14281300,2621,2281.35189000,327068.94027200,0
2020-01-13 04:00:00,143.39000000,143.73000000,143.04000000,143.70000000,3315.78861000,1578889799999,475137.64145530,1790,1744.42413000,249994.86425150,0
2020-01-13 04:30:00,143.71000000,144.03000000,143.59000000,143.85000000,2487.91672000,1578891599999,357777.06210840,1613,1285.54448000,184884.43036260,0
2020-01-13 05:00:00,143.85000000,143.89000000,143.38000000,143.54000000,2175.30880000,1578893399999,312447.12967360,1431,974.83840000,140028.20239130,0
2020-01-13 05:30:00,143.54000000,143.60000000,143.08000000,143.40000000,2934.54153000,1578895199999,420481.32791430,1635,1278.46659000,183166.64607120,0
2020-01-13 06:00:00,143.40000000,143.73000000,143.26000000,143.31000000,3128.31520000,1578896999999,449021.57686110,1500,1772.38719000,254480.00417170,0
2020-01-13 06:30:00,143.33000000,143.38000000,142.27000000,142.42000000,7064.37014000,1578898799999,1009456.35480790,2831,3123.00644000,446240.48889090,0
2020-01-13 07:00:00,142.46000000,143.01000000,142.30000000,143.00000000,4029.41943000,1578900599999,575148.57388010,1887,1930.72952000,275625.84807300,0
2020-01-13 07:30:00,143.00000000,143.23000000,142.78000000,142.87000000,4186.72239000,1578902399999,598712.99756560,1811,1867.87626000,267127.08932330,0
2020-01-13 08:00:00,142.88000000,143.48000000,142.54000000,143.23000000,4964.39044000,1578904199999,709650.73393840,2574,2739.32633000,391550.19883580,0
2020-01-13 08:30:00,143.23000000,143.64000000,143.08000000,143.62000000,3919.97398000,1578905999999,562018.60574150,2658,1735.16722000,248846.55578130,0
2020-01-13 09:00:00,143.57000000,143.61000000,142.99000000,143.26000000,5666.53782000,1578907799999,811742.13830240,1867,2055.11975000,294480.97101290,0
2020-01-13 09:30:00,143.25000000,143.39000000,142.91000000,143.31000000,3926.67557000,1578909599999,562055.79199750,1816,1227.06809000,175613.36502120,0
2020-01-13 10:00:00,143.28000000,143.70000000,143.22000000,143.47000000,3989.32865000,1578911399999,572263.06437950,1942,1781.51823000,255593.14014140,0
2020-01-13 10:30:00,143.46000000,144.44000000,143.00000000,143.97000000,10381.50724000,1578913199999,1491222.11210730,3968,5828.27959000,837067.66797720,0
2020-01-13 11:00:00,144.01000000,144.13000000,143.53000000,143.63000000,3693.76452000,1578914999999,531286.25071120,2222,1544.40624000,222151.07026940,0
2020-01-13 11:30:00,143.63000000,143.74000000,142.77000000,142.77000000,4564.16220000,1578916799999,653819.77095840,2418,1675.47955000,240068.87226410,0
2020-01-13 12:00:00,142.76000000,143.28000000,142.61000000,143.14000000,6971.92806000,1578918599999,996495.22487980,4331,3304.23677000,472273.85385650,0
2020-01-13 12:30:00,143.13000000,143.30000000,142.95000000,143.16000000,3811.68732000,1578920399999,545636.73646180,1936,1554.06085000,222467.67949100,0
2020-01-13 13:00:00,143.16000000,143.74000000,142.97000000,143.42000000,5219.24017000,1578922199999,748312.83257950,2369,2659.00260000,381319.24308240,0
2020-01-13 13:30:00,143.40000000,143.44000000,142.82000000,142.93000000,4155.04887000,1578923999999,594499.88798210,2203,1547.83516000,221443.86817310,0
2020-01-13 14:00:00,142.93000000,143.15000000,142.60000000,142.65000000,2963.19510000,1578925799999,423500.79498650,1852,1366.91303000,195372.32311140,0
2020-01-13 14:30:00,142.63000000,143.03000000,142.62000000,142.91000000,2485.51895000,1578927599999,355067.99742170,1959,1254.37960000,179187.42109970,0
2020-01-13 15:00:00,142.91000000,143.19000000,142.86000000,142.97000000,1944.54528000,1578929399999,278103.52121490,1453,745.23985000,106595.25103830,0
2020-01-13 15:30:00,142.96000000,143.19000000,142.77000000,142.83000000,2466.47017000,1578931199999,352744.65397240,1522,1037.64866000,148410.53559720,0
2020-01-13 16:00:00,142.83000000,143.50000000,142.55000000,142.78000000,4384.21989000,1578932999999,627209.01420440,2459,2039.82413000,291845.45955170,0
2020-01-13 16:30:00,142.79000000,143.45000000,142.70000000,143.45000000,2883.47436000,1578934799999,412388.96748540,1486,1740.95404000,248961.21467870,0
2020-01-13 17:00:00,143.45000000,143.95000000,143.24000000,143.48000000,6028.29895000,1578936599999,865587.86961740,2591,3079.72276000,442242.62123370,0
2020-01-13 17:30:00,143.46000000,143.52000000,143.01000000,143.06000000,2865.34704000,1578938399999,410388.30363030,1704,1110.97462000,159117.99010550,0
2020-01-13 18:00:00,143.05000000,143.33000000,142.91000000,143.13000000,2772.07608000,1578940199999,396823.50293730,1659,1685.58041000,241302.71695510,0
2020-01-13 18:30:00,143.13000000,143.36000000,143.04000000,143.34000000,1096.91929000,1578941999999,157063.96852150,1169,580.32446000,83094.78535200,0
